timestamp,event,char_type,score,hp,mana,player_x,player_y,enemy_x,enemy_y,enemy_dist,item_type,survival_time
105.56,position,Pig,15,88,29.6,182.2,521.8,210.8,196.7,326.4,,105.56
106.56,position,Pig,15,89,35.6,257.2,542.8,210.1,268.7,278.1,,106.56
107.55,position,Pig,15,90,41.6,362.2,473.8,210.0,340.7,202.2,,107.55
108.56,position,Pig,15,91,47.6,410.2,473.8,264.9,375.5,175.4,,108.56
109.55,position,Pig,15,92,50.0,422.2,416.8,314.5,416.5,107.7,,109.55
110.55,position,Pig,15,93,50.0,416.2,236.8,356.9,379.3,154.3,,110.55
111.04,item_collect,Pig,16,94,50.0,353.2,221.8,359.3,343.4,121.7,star.png,111.04
111.54,position,Pig,16,94,50.0,392.2,203.8,359.8,307.4,108.5,,111.54
112.54,position,Pig,16,95,50.0,413.2,113.8,360.0,235.4,132.7,,112.54
113.54,position,Pig,16,86,50.0,452.2,83.8,386.7,174.8,112.2,,113.54
114.43,item_collect,Pig,17,86,50.0,511.0,98.8,407.2,120.8,106.1,star.png,114.43
114.53,position,Pig,17,86,50.0,511.0,116.8,410.0,114.2,101.0,,114.53
114.6,item_collect,Pig,17,86,50.0,511.0,128.8,411.8,109.8,101.0,clock.png,114.6
115.53,position,Pig,17,87,50.0,631.0,152.8,473.0,91.6,169.5,,115.53
116.53,position,Pig,17,88,50.0,721.0,32.8,534.8,115.0,203.6,,116.53
116.99,item_collect,Pig,17,108,50.0,685.0,38.8,560.6,129.8,154.2,heal.png,116.99
117.52,position,Pig,17,109,50.0,721.0,65.8,594.2,144.9,149.4,,117.52
118.53,position,Pig,17,110,50.0,715.0,77.8,656.0,124.1,75.0,,118.53
118.53,enemy_proximity,Pig,17,110,50.0,715.0,77.8,656.0,124.1,75.0,,118.53
119.52,position,Pig,17,111,50.0,685.0,32.8,714.0,99.8,73.0,,119.52
119.52,enemy_proximity,Pig,17,111,50.0,685.0,32.8,714.0,99.8,73.0,,119.52
119.99,damage,Pig,17,61,50.0,685.0,62.8,711.5,70.5,27.6,,119.99
120.52,position,Pig,17,61,50.0,721.0,95.8,709.5,73.4,25.1,,120.52
120.52,enemy_proximity,Pig,17,61,50.0,721.0,95.8,709.5,73.4,25.1,,120.52
121.52,position,Pig,17,61,50.0,622.0,152.8,681.9,116.3,70.1,,121.52
121.52,enemy_proximity,Pig,17,61,50.0,622.0,152.8,681.9,116.3,70.1,,121.52
122.51,position,Pig,17,61,50.0,634.0,182.8,634.3,151.2,31.6,,122.51
122.51,enemy_proximity,Pig,17,61,50.0,634.0,182.8,634.3,151.2,31.6,,122.51
122.9,damage,Pig,17,11,50.0,670.0,182.8,644.9,171.4,27.6,,122.9
123.51,position,Pig,17,11,50.0,670.0,182.8,644.9,171.4,27.6,,123.51
123.51,enemy_proximity,Pig,17,11,50.0,670.0,182.8,644.9,171.4,27.6,,123.51
124.5,position,Pig,17,11,50.0,670.0,182.8,644.9,171.4,27.6,,124.5
124.5,enemy_proximity,Pig,17,11,50.0,670.0,182.8,644.9,171.4,27.6,,124.5
124.87,damage,Pig,17,-39,50.0,670.0,182.8,644.9,171.4,27.6,,124.87
124.87,game_over,Pig,17,0,50.0,670.0,182.8,644.9,171.4,27.6,,124.87
1.03,position,Rabbit,0,200,75,390,270,73.6,57.0,381.4,,1.03
2.03,position,Rabbit,0,200,75,381,300,114.2,86.1,342.0,,2.03
2.57,item_collect,Rabbit,1,200,75,282,300,118.2,118.8,244.3,star,2.57
3.01,position,Rabbit,1,200,75,264,267,119.3,145.7,188.8,,3.01
3.32,item_collect,Rabbit,2,200,75,279,234,119.7,164.7,173.7,star,3.32
4.0,position,Rabbit,2,200,75,300,153,143.8,194.7,161.6,,4.0
4.99,position,Rabbit,2,200,75,300,72,198.1,201.6,164.9,,4.99
5.52,item_collect,Rabbit,3,200,75,339,90,206.4,171.1,155.4,star,5.52
5.99,position,Rabbit,3,200,75,360,51,208.8,143.2,177.1,,5.99
6.3,item_collect,Rabbit,3,200,75,369,24,217.6,129.7,184.7,wall,6.3
6.8,item_collect,Rabbit,3,200,75,459,24,237.8,124.6,243.0,clock,6.8
6.98,position,Rabbit,3,200,75,525,24,248.7,123.1,293.6,,6.98
7.97,position,Rabbit,3,200,75,627,30,297.8,102.0,337.0,,7.97
8.45,item_collect,Rabbit,3,200,75,627,132,325.6,94.4,303.8,clock,8.45
8.97,position,Rabbit,3,200,75,627,180,350.2,102.5,287.4,,8.97
9.96,position,Rabbit,3,200,75,639,180,377.4,150.0,263.3,,9.96
10.97,position,Rabbit,3,190,75,660,249,425.6,176.6,245.3,,10.97
11.95,position,Rabbit,3,190,75,622.8,273.0,475.8,196.0,165.9,,11.95
12.1,item_collect,Rabbit,3,200,75,612.0,273.0,484.2,199.4,147.5,heal,12.1
12.94,position,Rabbit,3,200,75,565.2,303.0,519.1,231.3,85.3,,12.94
12.94,enemy_proximity,Rabbit,3,200,75,565.2,303.0,519.1,231.3,85.3,,12.94
13.94,position,Rabbit,3,200,75,571.2,363.0,490.0,274.0,120.5,,13.94
14.2,item_collect,Rabbit,4,200,75,571.2,399.0,485.4,289.2,139.3,star,14.2
14.82,item_collect,Rabbit,5,200,75,535.2,459.0,481.6,326.0,143.4,star,14.82
14.93,position,Rabbit,5,200,75,535.2,480.0,481.2,333.0,156.6,,14.93
15.92,position,Rabbit,5,200,75,628.2,543.0,480.1,393.0,210.8,,15.92
16.09,item_collect,Rabbit,5,200,75,631.2,522.0,480.1,403.0,192.4,shield,16.09
16.25,item_collect,Rabbit,6,200,75,631.2,492.0,487.2,408.6,166.4,star,16.25
16.91,position,Rabbit,6,200,75,664.2,474.0,525.3,418.3,149.6,,16.91
17.88,item_collect,Rabbit,7,200,75,655.2,402.0,569.1,443.6,95.6,star,17.88
17.91,position,Rabbit,7,200,75,655.2,396.0,569.2,441.6,97.4,,17.91
17.91,enemy_proximity,Rabbit,7,200,75,655.2,396.0,569.2,441.6,97.4,,17.91
18.89,item_collect,Rabbit,7,200,75,700.2,324.0,569.9,382.6,142.8,clock,18.89
18.91,position,Rabbit,7,200,75,706.2,324.0,569.9,381.6,147.9,,18.91
19.9,position,Rabbit,7,200,75,718.2,420.0,620.2,362.1,113.8,,19.9
20.9,position,Rabbit,7,200,75,595.2,480.0,655.2,394.7,104.3,,20.9
21.9,position,Rabbit,7,200,75,535.2,414.0,659.4,454.4,130.6,,21.9
22.13,item_collect,Rabbit,7,200,75,523.2,414.0,656.1,466.3,142.8,trap,22.13
22.9,position,Rabbit,7,200,75,475.2,414.0,612.7,476.9,151.2,,22.9
23.88,position,Rabbit,7,200,75,418.2,450.0,562.9,452.7,144.7,,23.88
24.05,item_collect,Rabbit,7,200,75,418.2,432.0,553.6,450.7,136.7,shield,24.05
24.87,position,Rabbit,7,200,75,418.2,390.0,516.4,424.2,104.0,,24.87
25.87,position,Rabbit,7,200,75,418.2,366.0,483.5,386.3,68.4,,25.87
25.87,enemy_proximity,Rabbit,7,200,75,418.2,366.0,483.5,386.3,68.4,,25.87
26.87,position,Rabbit,7,200,75,418.2,465.0,480.4,398.4,91.1,,26.87
26.87,enemy_proximity,Rabbit,7,200,75,418.2,465.0,480.4,398.4,91.1,,26.87
27.86,position,Rabbit,7,200,75,415.2,474.0,478.3,435.2,74.1,,27.86
27.86,enemy_proximity,Rabbit,7,200,75,415.2,474.0,478.3,435.2,74.1,,27.86
28.86,position,Rabbit,7,200,75,364.2,474.0,456.3,444.0,96.9,,28.86
28.86,enemy_proximity,Rabbit,7,200,75,364.2,474.0,456.3,444.0,96.9,,28.86
29.71,item_collect,Rabbit,8,200,75,283.2,447.0,436.2,447.3,153.0,star,29.71
29.86,position,Rabbit,8,200,75,256.2,447.0,433.3,448.8,177.1,,29.86
30.86,position,Rabbit,8,200,75,271.2,483.0,399.5,474.8,128.6,,30.86
31.08,item_collect,Rabbit,8,200,75,271.2,519.0,386.7,476.5,123.0,shield,31.08
31.86,position,Rabbit,8,200,75,178.2,543.0,364.3,510.6,188.9,,31.86
32.85,position,Rabbit,8,200,75,163.2,390.0,318.6,537.2,214.1,,32.85
33.02,item_collect,Rabbit,8,200,75,133.2,390.0,308.7,538.2,229.7,heal,33.02
33.85,position,Rabbit,8,200,75,94.2,393.0,258.7,539.7,220.5,,33.85
34.47,item_collect,Rabbit,9,200,75,85.2,399.0,220.7,539.9,195.5,star,34.47
34.84,position,Rabbit,9,200,75,85.2,465.0,198.7,540.0,136.1,,34.84
35.84,position,Rabbit,9,200,75,25.2,414.0,181.7,486.9,172.6,,35.84
36.83,position,Rabbit,9,200,75,118.2,384.0,174.2,436.9,77.0,,36.83
36.83,enemy_proximity,Rabbit,9,200,75,118.2,384.0,174.2,436.9,77.0,,36.83
37.82,position,Rabbit,9,200,75,91.2,249.0,154.3,394.9,158.9,,37.82
38.13,item_collect,Rabbit,9,200,75,91.2,192.0,135.5,392.2,205.0,wall,38.13
38.82,position,Rabbit,9,200,75,91.2,69.0,126.1,374.4,307.4,,38.82
39.18,item_collect,Rabbit,9,200,75,100.2,54.0,123.0,352.7,299.5,trap,39.18
39.57,item_collect,Rabbit,9,200,75,151.2,42.0,109.0,338.2,299.2,heal,39.57
39.82,position,Rabbit,9,200,75,151.2,24.0,100.3,327.4,307.6,,39.82
40.3,item_collect,Rabbit,9,200,75,220.2,24.0,93.4,299.4,303.2,shield,40.3
40.46,item_collect,Rabbit,9,200,75,250.2,24.0,92.3,289.5,308.9,clock,40.46
40.8,position,Rabbit,9,200,75,298.2,24.0,91.0,268.6,320.5,,40.8
41.8,position,Rabbit,9,200,75,298.2,72.0,90.1,208.6,248.9,,41.8
42.79,position,Rabbit,9,200,75,361.2,33.0,103.7,157.4,286.0,,42.79
43.01,item_collect,Rabbit,10,200,75,370.2,24.0,109.2,145.9,288.1,star,43.01
43.49,item_collect,Rabbit,11,200,75,421.2,39.0,134.3,126.1,299.8,star,43.49
43.79,position,Rabbit,11,200,75,421.2,93.0,155.8,123.2,267.2,,43.79
44.79,position,Rabbit,11,200,75,505.2,84.0,227.6,120.2,279.9,,44.79
45.78,position,Rabbit,11,200,75,583.2,153.0,291.4,106.3,295.6,,45.78
46.78,position,Rabbit,11,200,75,628.2,104.4,352.5,104.9,275.7,,46.78
46.99,item_collect,Rabbit,11,200,75,628.2,103.2,366.9,110.7,261.4,shield,46.99
46.99,item_collect,Rabbit,11,200,75,628.2,103.2,366.9,110.7,261.4,clock,46.99
47.77,position,Rabbit,11,200,75,654.6,122.4,413.8,102.8,241.6,,47.77
48.47,item_collect,Rabbit,12,200,75,718.2,38.4,462.7,92.1,261.1,star,48.47
48.77,position,Rabbit,12,200,75,706.2,26.4,484.3,91.0,231.1,,48.77
48.79,item_collect,Rabbit,12,200,75,700.2,26.4,485.5,91.0,224.2,heal,48.79
49.76,position,Rabbit,12,200,75,721.2,98.4,545.7,116.6,176.4,,49.76
50.76,position,Rabbit,12,200,75,625.2,74.4,605.1,146.6,75.0,,50.76
50.76,enemy_proximity,Rabbit,12,200,75,625.2,74.4,605.1,146.6,75.0,,50.76
51.76,position,Rabbit,12,200,75,484.2,26.4,628.5,88.1,156.9,,51.76
51.89,item_collect,Rabbit,13,200,75,475.2,38.4,629.0,78.5,159.0,star,51.89
52.75,position,Rabbit,13,200,75,415.2,122.4,603.9,34.8,208.0,,52.75
53.75,position,Rabbit,13,200,75,385.2,152.4,532.1,30.3,191.0,,53.75
54.42,item_collect,Rabbit,13,200,75,370.2,212.4,489.2,39.9,209.6,wall,54.42
54.74,position,Rabbit,13,200,75,313.2,212.4,484.4,62.0,227.9,,54.74
55.73,position,Rabbit,13,200,75,151.2,212.4,437.7,87.4,312.6,,55.73
56.73,position,Rabbit,13,200,75,145.2,185.4,379.1,117.6,243.6,,56.73
57.69,item_collect,Rabbit,13,200,75,67.2,218.4,320.9,92.4,283.3,shield,57.69
57.72,position,Rabbit,13,200,75,61.2,218.4,318.5,92.1,286.6,,57.72
58.72,position,Rabbit,13,200,75,40.2,242.4,256.9,117.9,249.9,,58.72
58.72,item_collect,Rabbit,14,200,75,40.2,242.4,256.9,117.9,249.9,star,58.72
59.14,item_collect,Rabbit,15,200,75,25.2,278.4,226.9,119.3,256.9,star,59.14
59.72,position,Rabbit,15,200,75,85.2,326.4,184.9,119.9,229.3,,59.72
60.71,position,Rabbit,15,200,75,127.2,392.4,126.3,139.0,253.4,,60.71
61.71,position,Rabbit,15,200,75,175.2,434.4,95.4,197.3,250.1,,61.71
62.38,item_collect,Rabbit,15,200,75,190.2,542.4,91.0,246.3,312.3,clock,62.38
62.55,item_collect,Rabbit,15,200,75,250.2,542.4,90.6,258.3,325.9,heal,62.55
62.7,position,Rabbit,15,200,75,304.2,542.4,90.4,269.1,347.0,,62.7
63.69,position,Rabbit,15,200,75,328.2,476.4,108.6,331.3,263.2,,63.69
64.69,position,Rabbit,15,200,75,358.2,353.4,143.6,383.9,216.8,,64.69
65.41,item_collect,Rabbit,16,200,75,358.2,221.4,195.4,388.1,233.0,star,65.41
65.68,position,Rabbit,16,200,75,358.2,203.4,203.5,370.8,227.9,,65.68
66.68,position,Rabbit,16,200,75,391.2,224.4,209.5,299.2,196.4,,66.68
67.67,position,Rabbit,16,200,75,391.2,245.4,234.8,245.5,156.4,,67.67
67.91,item_collect,Rabbit,16,200,75,403.2,245.4,251.4,242.9,151.8,trap,67.91
68.67,position,Rabbit,16,200,75,421.2,254.4,295.6,222.7,129.5,,68.67
69.67,position,Rabbit,16,200,75,421.2,377.4,352.8,231.6,161.0,,69.67
70.65,position,Rabbit,16,200,75,421.2,461.4,359.4,303.2,169.9,,70.65
71.65,position,Rabbit,16,200,75,448.2,542.4,360.0,375.2,189.1,,71.65
71.71,item_collect,Rabbit,16,200,75,460.2,542.4,364.3,377.3,191.0,shield,71.71
72.64,position,Rabbit,16,200,75,481.2,503.4,413.8,410.8,114.6,,72.64
72.79,item_collect,Rabbit,16,200,75,490.2,503.4,415.5,421.4,110.9,wall,72.79
72.95,item_collect,Rabbit,16,200,75,520.2,503.4,417.3,433.3,124.5,heal,72.95
73.63,position,Rabbit,16,200,75,547.2,428.4,463.3,447.3,86.0,,73.63
73.63,enemy_proximity,Rabbit,16,200,75,547.2,428.4,463.3,447.3,86.0,,73.63
74.62,position,Rabbit,16,200,75,571.0,367.0,524.4,421.9,72.0,,74.62
74.62,enemy_proximity,Rabbit,16,200,75,571.0,367.0,524.4,421.9,72.0,,74.62
75.54,item_collect,Rabbit,16,200,75,661.0,343.0,565.9,385.8,104.3,wall,75.54
75.61,position,Rabbit,16,200,75,661.0,331.0,566.7,381.0,106.8,,75.61
76.6,position,Rabbit,16,200,75,721.0,268.0,604.5,363.8,150.8,,76.6
77.6,position,Rabbit,16,200,75,652.0,265.0,664.8,339.3,75.4,,77.6
77.6,enemy_proximity,Rabbit,16,200,75,652.0,265.0,664.8,339.3,75.4,,77.6
78.6,position,Rabbit,16,200,75,655.0,202.0,715.1,302.8,117.4,,78.6
79.59,position,Rabbit,16,200,75,625.0,94.0,670.9,266.5,178.5,,79.59
80.59,position,Rabbit,16,200,75,514.0,25.0,660.6,195.8,225.1,,80.59
81.58,position,Rabbit,16,200,75,451.0,91.0,609.9,154.7,171.1,,81.58
82.58,position,Rabbit,16,200,75,379.0,25.0,538.1,150.3,202.5,,82.58
83.15,item_collect,Rabbit,16,200,75,355.0,70.0,515.0,125.4,169.4,shield,83.15
83.48,item_collect,Rabbit,16,200,75,355.0,130.0,510.7,102.4,158.1,trap,83.48
83.58,position,Rabbit,16,200,75,355.0,148.0,504.0,99.7,156.7,,83.58
84.57,position,Rabbit,16,200,75,391.0,247.0,433.2,90.5,162.1,,84.57
85.56,position,Rabbit,16,200,75,295.0,301.0,394.6,144.1,185.9,,85.56
86.56,position,Rabbit,16,200,75,265.0,301.0,371.2,203.4,144.2,,86.56
87.55,position,Rabbit,16,200,75,382.0,301.0,352.8,226.7,79.9,,87.55
87.55,enemy_proximity,Rabbit,16,200,75,382.0,301.0,352.8,226.7,79.9,,87.55
88.54,position,Rabbit,16,200,75,265.0,250.0,347.4,291.0,92.1,,88.54
88.54,enemy_proximity,Rabbit,16,200,75,265.0,250.0,347.4,291.0,92.1,,88.54
89.04,item_collect,Rabbit,17,200,75,214.0,220.0,312.3,297.9,125.5,star,89.04
89.53,position,Rabbit,17,200,75,205.0,166.0,280.5,292.8,147.6,,89.53
90.43,item_collect,Rabbit,17,200,75,241.0,103.0,251.8,242.1,139.5,shield,90.43
90.43,item_collect,Rabbit,18,200,75,241.0,103.0,251.8,242.1,139.5,star,90.43
90.53,position,Rabbit,18,200,75,241.0,85.0,249.3,235.3,150.5,,90.53
91.53,position,Rabbit,18,200,75,214.0,25.0,214.4,182.9,157.9,,91.53
92.52,position,Rabbit,18,200,75,301.0,43.0,210.3,111.1,113.4,,92.52
93.52,position,Rabbit,18,200,75,295.0,25.0,281.5,119.4,95.3,,93.52
93.52,enemy_proximity,Rabbit,18,200,75,295.0,25.0,281.5,119.4,95.3,,93.52
94.51,position,Rabbit,18,200,75,145.0,25.0,298.8,53.4,156.4,,94.51
95.5,position,Rabbit,18,200,75,28.0,61.0,239.0,31.3,213.0,,95.5
95.8,item_collect,Rabbit,19,200,75,25.0,100.0,217.4,30.5,204.5,star,95.8
96.18,item_collect,Rabbit,19,200,75,40.0,151.0,189.8,30.2,192.4,shield,96.18
96.49,position,Rabbit,19,200,75,97.0,151.0,167.0,30.1,139.7,,96.49
97.32,item_collect,Rabbit,19,200,75,73.0,232.0,128.2,68.7,172.4,trap,97.32
97.48,position,Rabbit,19,200,75,64.0,241.0,125.3,80.2,172.0,,97.48
97.88,item_collect,Rabbit,19,200,75,25.0,250.0,121.9,108.8,171.2,wall,97.88
98.47,position,Rabbit,19,200,75,25.0,352.0,110.1,139.5,228.9,,98.47
99.47,position,Rabbit,19,200,75,133.0,328.0,94.0,178.5,154.5,,99.47
100.46,position,Rabbit,19,200,75,151.0,292.0,90.3,250.4,73.6,,100.46
100.46,enemy_proximity,Rabbit,19,200,75,151.0,292.0,90.3,250.4,73.6,,100.46
101.29,item_collect,Rabbit,20,200,75,160.0,301.0,138.5,275.0,33.7,star,101.29
101.45,position,Rabbit,20,200,75,190.0,301.0,145.7,286.1,46.8,,101.45
101.45,enemy_proximity,Rabbit,20,200,75,190.0,301.0,145.7,286.1,46.8,,101.45
102.45,position,Rabbit,20,200,75,211.0,166.0,205.4,266.7,100.9,,102.45
103.45,position,Rabbit,20,200,75,256.0,121.0,209.8,182.9,77.3,,103.45
103.45,enemy_proximity,Rabbit,20,200,75,256.0,121.0,209.8,182.9,77.3,,103.45
104.44,position,Rabbit,20,200,75,301.0,211.0,243.2,124.1,104.4,,104.44
105.04,item_collect,Rabbit,21,200,75,391.0,193.0,284.6,143.9,117.2,star,105.04
105.43,position,Rabbit,21,200,75,391.0,149.8,295.0,140.4,96.5,,105.43
105.43,enemy_proximity,Rabbit,21,200,75,391.0,149.8,295.0,140.4,96.5,,105.43
106.43,position,Rabbit,21,190,75,391.0,139.0,343.6,92.3,66.5,,106.43
106.43,enemy_proximity,Rabbit,21,190,75,391.0,139.0,343.6,92.3,66.5,,106.43
107.43,position,Rabbit,21,190,75,391.0,220.0,381.8,159.9,60.8,,107.43
107.43,enemy_proximity,Rabbit,21,190,75,391.0,220.0,381.8,159.9,60.8,,107.43
108.44,position,Rabbit,21,191,75,421.0,322.0,389.6,243.2,84.9,,108.44
108.44,enemy_proximity,Rabbit,21,191,75,421.0,322.0,389.6,243.2,84.9,,108.44
109.43,position,Rabbit,21,192,75,421.0,439.0,414.0,316.1,123.1,,109.43
109.55,item_collect,Rabbit,21,192,75,430.0,451.0,415.4,325.8,126.1,clock,109.55
110.44,position,Rabbit,21,193,75,478.0,541.0,419.7,399.8,152.8,,110.44
111.26,item_collect,Rabbit,21,193,75,478.0,403.0,448.3,446.0,52.3,wall,111.26
111.34,item_collect,Rabbit,21,194,75,478.0,373.0,455.2,446.9,77.3,shield,111.34
111.44,position,Rabbit,21,194,75,478.0,337.0,463.6,447.9,111.9,,111.44
112.44,position,Rabbit,21,195,75,478.0,145.0,478.9,381.9,236.9,,112.44
113.44,position,Rabbit,21,196,75,634.0,121.0,480.0,297.9,234.6,,113.44
114.04,item_collect,Rabbit,22,196,75,700.0,115.0,502.5,258.7,244.2,star,114.04
114.44,position,Rabbit,22,197,75,688.0,115.0,531.2,245.1,203.8,,114.44
115.44,position,Rabbit,22,198,75,610.0,25.0,568.4,184.2,164.5,,115.44
116.44,position,Rabbit,22,199,75,481.0,58.0,540.2,123.3,88.2,,116.44
116.44,enemy_proximity,Rabbit,22,199,75,481.0,58.0,540.2,123.3,88.2,,116.44
117.44,position,Rabbit,22,200,75,421.0,34.0,469.9,92.3,76.1,,117.44
117.44,enemy_proximity,Rabbit,22,200,75,421.0,34.0,469.9,92.3,76.1,,117.44
118.44,position,Rabbit,22,200,75,353.5,92.5,422.1,44.7,83.6,,118.44
118.44,enemy_proximity,Rabbit,22,200,75,353.5,92.5,422.1,44.7,83.6,,118.44
119.44,position,Rabbit,22,200,75,392.5,233.5,364.4,62.4,173.4,,119.44
119.9,item_collect,Rabbit,22,200,75,422.5,251.5,361.0,101.4,162.2,trap,119.9
120.44,position,Rabbit,22,200,75,422.5,281.5,370.3,140.0,150.8,,120.44
121.43,position,Rabbit,22,200,75,422.5,329.5,389.0,219.5,115.0,,121.43
122.44,position,Rabbit,22,200,75,521.5,332.5,405.5,293.9,122.2,,122.44
123.44,position,Rabbit,22,200,75,617.5,362.5,473.4,328.2,148.1,,123.44
123.77,item_collect,Rabbit,22,200,75,668.5,329.5,501.4,329.4,167.1,heal,123.77
124.44,position,Rabbit,22,200,75,722.5,287.5,546.8,350.6,186.7,,124.44
125.44,position,Rabbit,22,200,75,722.5,272.5,585.1,301.2,140.4,,125.44
126.44,position,Rabbit,22,200,75,713.5,422.5,652.1,274.3,160.4,,126.44
127.43,position,Rabbit,22,200,75,620.5,482.5,714.7,299.5,205.8,,127.43
127.78,item_collect,Rabbit,23,200,75,593.5,461.5,705.1,321.5,179.0,star,127.78
128.34,item_collect,Rabbit,23,200,75,533.5,458.5,667.6,341.8,177.8,trap,128.34
128.43,position,Rabbit,23,200,75,533.5,473.5,662.7,346.0,181.5,,128.43
128.68,item_collect,Rabbit,23,200,75,533.5,518.5,643.4,354.3,197.6,shield,128.68
129.43,position,Rabbit,23,200,75,533.5,488.5,582.3,362.0,135.6,,129.43
130.24,damage,Rabbit,23,175,75,533.5,431.5,553.1,414.0,26.2,,130.24
130.43,position,Rabbit,23,175,75,533.5,413.5,553.1,414.0,19.6,,130.43
130.43,enemy_proximity,Rabbit,23,175,75,533.5,413.5,553.1,414.0,19.6,,130.43
131.43,position,Rabbit,23,175,75,473.5,332.5,553.1,414.0,113.9,,131.43
132.43,position,Rabbit,23,175,75,392.5,263.5,537.8,416.1,210.8,,132.43
132.64,item_collect,Rabbit,23,175,75,380.5,251.5,519.8,418.3,217.3,shield,132.64
133.43,position,Rabbit,23,176,75,356.5,203.5,482.9,382.0,218.7,,133.43
134.43,position,Rabbit,23,177,75,293.5,110.5,437.4,332.3,264.4,,134.43
134.91,item_collect,Rabbit,24,177,75,281.5,23.5,410.0,307.7,311.9,star,134.91
135.08,item_collect,Rabbit,25,177,75,251.5,23.5,396.5,304.3,316.1,star,135.08
135.43,position,Rabbit,25,178,75,188.5,23.5,367.3,301.3,330.4,,135.43
136.42,position,Rabbit,25,179,75,143.5,62.5,283.3,300.0,275.6,,136.42
137.42,position,Rabbit,25,180,75,113.5,122.5,238.3,243.6,173.9,,137.42
138.42,position,Rabbit,25,181,75,23.5,278.5,168.3,212.1,159.3,,138.42
138.42,item_collect,Rabbit,25,200,75,23.5,278.5,168.3,212.1,159.3,heal,138.42
139.42,position,Rabbit,25,200,75,116.5,362.5,101.4,186.6,176.5,,139.42
140.42,position,Rabbit,25,200,75,191.5,392.5,90.6,269.3,159.3,,140.42
141.24,item_collect,Rabbit,26,200,75,176.5,518.5,107.5,328.5,202.2,star,141.24
141.42,position,Rabbit,26,200,75,203.5,542.5,113.2,342.8,219.2,,141.42
142.18,item_collect,Rabbit,26,200,75,341.5,542.5,148.1,384.8,249.6,shield,142.18
142.42,position,Rabbit,26,200,75,362.5,530.5,165.9,390.0,241.6,,142.42
142.92,item_collect,Rabbit,26,200,75,341.5,473.5,176.9,430.1,170.2,heal,142.92
143.15,item_collect,Rabbit,27,200,75,326.5,461.5,178.4,449.6,148.6,star,143.15
143.42,position,Rabbit,27,200,75,326.5,413.5,185.5,468.1,151.2,,143.42
144.42,position,Rabbit,27,200,75,410.5,389.5,258.7,455.2,165.4,,144.42
144.6,item_collect,Rabbit,28,200,75,422.5,371.5,274.0,453.3,169.6,star,144.6
145.42,position,Rabbit,28,200,75,383.5,254.5,329.0,423.7,177.8,,145.42
145.57,item_collect,Rabbit,28,200,75,383.5,251.5,341.5,422.2,175.8,shield,145.57
146.26,item_collect,Rabbit,29,200,75,362.5,128.5,358.1,369.8,241.3,star,146.26
146.42,position,Rabbit,29,200,75,353.5,98.5,358.8,355.8,257.3,,146.42
147.42,position,Rabbit,29,200,75,341.5,92.5,360.0,271.8,180.2,,147.42
148.42,position,Rabbit,29,200,75,293.5,167.5,326.6,213.5,56.7,,148.42
148.42,enemy_proximity,Rabbit,29,200,75,293.5,167.5,326.6,213.5,56.7,,148.42
149.42,position,Rabbit,29,200,75,293.5,53.5,300.9,143.3,90.1,,149.42
149.42,enemy_proximity,Rabbit,29,200,75,293.5,53.5,300.9,143.3,90.1,,149.42
150.41,position,Rabbit,29,200,75,205.9,23.5,300.0,59.3,100.7,,150.41
151.4,position,Rabbit,29,200,75,144.7,56.5,233.4,31.0,92.3,,151.4
151.4,enemy_proximity,Rabbit,29,200,75,144.7,56.5,233.4,31.0,92.3,,151.4
152.4,position,Rabbit,29,200,75,120.7,98.5,157.7,42.8,66.9,,152.4
152.4,enemy_proximity,Rabbit,29,200,75,120.7,98.5,157.7,42.8,66.9,,152.4
152.75,item_collect,Rabbit,30,200,75,120.7,161.5,133.0,56.6,105.6,star,152.75
153.39,position,Rabbit,30,200,75,150.7,212.5,121.5,117.3,99.6,,153.39
153.39,enemy_proximity,Rabbit,30,200,75,150.7,212.5,121.5,117.3,99.6,,153.39
153.89,item_collect,Rabbit,30,200,75,219.7,212.5,120.2,165.2,110.1,clock,153.89
154.38,position,Rabbit,30,200,75,261.7,242.5,151.0,197.7,119.4,,154.38
155.01,item_collect,Rabbit,30,200,75,267.7,248.5,201.3,222.1,71.4,wall,155.01
155.37,position,Rabbit,30,200,75,333.7,380.5,217.6,231.0,189.3,,155.37
156.37,position,Rabbit,30,200,75,340.0,538.0,210.3,320.1,253.6,,156.37
157.37,position,Rabbit,30,200,75,361.0,493.0,255.7,364.2,166.3,,157.37
158.19,item_collect,Rabbit,31,200,75,421.0,490.0,296.3,425.1,140.6,star,158.19
158.36,position,Rabbit,31,200,75,421.0,520.0,303.5,437.4,143.7,,158.36
159.35,position,Rabbit,31,200,75,481.0,523.0,381.2,478.2,109.4,,159.35
160.34,position,Rabbit,31,200,75,481.0,523.0,465.1,453.4,71.4,,160.34
160.34,enemy_proximity,Rabbit,31,200,75,481.0,523.0,465.1,453.4,71.4,,160.34
160.96,damage,Rabbit,31,150,75,481.0,535.0,478.1,510.4,24.8,,160.96
161.34,position,Rabbit,31,150,75,481.0,466.0,479.1,499.2,33.3,,161.34
161.34,enemy_proximity,Rabbit,31,150,75,481.0,466.0,479.1,499.2,33.3,,161.34
162.33,position,Rabbit,31,150,75,481.0,316.0,480.0,403.2,87.2,,162.33
162.33,enemy_proximity,Rabbit,31,150,75,481.0,316.0,480.0,403.2,87.2,,162.33
